:START_ID,:END_ID,:TYPE,rank:long,score:double,weight:long
68264,68364,CONTAINS,1,0.76171184,50
68264,68365,CONTAINS,2,0.015870813,49
68264,68366,CONTAINS,3,0.009699354,48
68264,68367,CONTAINS,4,0.0044006296,47
68264,68368,CONTAINS,5,0.0040425602,46
68264,68369,CONTAINS,6,0.003391713,45
68264,68370,CONTAINS,7,0.0032220732,44
68264,68371,CONTAINS,8,0.0027555106,43
68264,68372,CONTAINS,9,0.0026868326,42
68264,68373,CONTAINS,10,0.0022046056,41
68264,68374,CONTAINS,11,0.0017759466,40
68264,68375,CONTAINS,12,0.0017443519,39
68264,68376,CONTAINS,13,0.0015120768,38
68264,68377,CONTAINS,14,0.0014322376,37
68264,68378,CONTAINS,15,0.0014181497,36
68264,68379,CONTAINS,16,0.0013919243,35
68264,68380,CONTAINS,17,0.0013334983,34
68264,68381,CONTAINS,18,0.0013073632,33
68264,68382,CONTAINS,19,0.0013041424,32
68264,68383,CONTAINS,20,0.0011231854,31
68264,68384,CONTAINS,21,0.0010623422,30
68264,68385,CONTAINS,22,9.7491994E-4,29
68264,68386,CONTAINS,23,9.497692E-4,28
68264,68387,CONTAINS,24,8.2914165E-4,27
68264,68388,CONTAINS,25,8.286652E-4,26
68264,68389,CONTAINS,26,7.848714E-4,25
68264,68390,CONTAINS,30,6.5850926E-4,21
68264,68391,CONTAINS,31,6.536804E-4,20
68264,68392,CONTAINS,32,6.3819136E-4,19
68264,68393,CONTAINS,33,6.2244956E-4,18
68264,68394,CONTAINS,34,6.2244956E-4,17
68264,68395,CONTAINS,35,6.219212E-4,16
68264,68396,CONTAINS,36,6.1830244E-4,15
68264,68397,CONTAINS,37,6.1343925E-4,14
68264,68398,CONTAINS,38,5.496846E-4,13
68264,68399,CONTAINS,39,5.47993E-4,12
68264,68400,CONTAINS,40,5.413373E-4,11
68264,68401,CONTAINS,41,5.3654506E-4,10
68264,68402,CONTAINS,43,5.058597E-4,8
68264,68403,CONTAINS,44,4.968303E-4,7
68264,68404,CONTAINS,45,4.894443E-4,6
68264,68405,CONTAINS,46,4.88347E-4,5
68264,68406,CONTAINS,47,4.4579848E-4,4
68264,68407,CONTAINS,48,4.3580588E-4,3
68264,68408,CONTAINS,50,4.2767025E-4,1
68265,68379,CONTAINS,1,0.36606398,50
68265,68409,CONTAINS,2,0.36570525,49
68265,68410,CONTAINS,3,0.010204383,48
68265,68411,CONTAINS,4,0.0070073954,47
68265,68412,CONTAINS,5,0.004948979,46
68265,68413,CONTAINS,6,0.0016895714,45
68265,68414,CONTAINS,7,0.0016704801,44
68265,68415,CONTAINS,8,0.0013066842,43
68265,68416,CONTAINS,9,0.0011102613,42
68265,68417,CONTAINS,10,9.975624E-4,41
68265,68397,CONTAINS,11,8.971676E-4,40
68265,68367,CONTAINS,12,8.3514873E-4,39
68265,68418,CONTAINS,13,8.006861E-4,38
68265,68399,CONTAINS,14,7.610174E-4,37
68265,68419,CONTAINS,15,6.745074E-4,36
68265,68420,CONTAINS,16,6.277414E-4,35
68265,68421,CONTAINS,17,5.951765E-4,34
68265,68422,CONTAINS,18,5.579246E-4,33
68265,68423,CONTAINS,19,5.254648E-4,32
68265,68424,CONTAINS,20,4.8726186E-4,31
68265,68385,CONTAINS,21,4.7758754E-4,30
68265,68425,CONTAINS,22,4.6019963E-4,29
68265,68426,CONTAINS,23,4.465856E-4,28
68265,68427,CONTAINS,24,4.1496256E-4,27
68265,68428,CONTAINS,25,3.8881577E-4,26
68265,68429,CONTAINS,26,3.8171708E-4,25
68265,68430,CONTAINS,27,3.8107258E-4,24
68265,68431,CONTAINS,28,3.796189E-4,23
68265,68432,CONTAINS,29,3.6812035E-4,22
68265,68433,CONTAINS,30,3.3296878E-4,21
68265,68434,CONTAINS,31,3.2054863E-4,20
68265,68435,CONTAINS,32,3.202006E-4,19
68265,68436,CONTAINS,33,3.1986134E-4,18
68265,68437,CONTAINS,34,3.1713222E-4,17
68265,68438,CONTAINS,35,3.0716925E-4,16
68265,68439,CONTAINS,36,2.9524454E-4,15
68265,68440,CONTAINS,37,2.9175624E-4,14
68265,68441,CONTAINS,38,2.916047E-4,13
68265,68442,CONTAINS,39,2.91203E-4,12
68265,68370,CONTAINS,40,2.894498E-4,11
68265,68443,CONTAINS,41,2.7142905E-4,10
68265,68444,CONTAINS,42,2.703455E-4,9
68265,68445,CONTAINS,44,2.507687E-4,7
68265,68446,CONTAINS,45,2.4882634E-4,6
68265,68447,CONTAINS,47,2.2444347E-4,4
68265,68448,CONTAINS,48,2.2338919E-4,3
68265,68449,CONTAINS,49,2.2219741E-4,2
68266,68450,CONTAINS,1,0.81197923,50
68266,68451,CONTAINS,2,0.0041026925,49
68266,68452,CONTAINS,3,0.0036768187,48
68266,68433,CONTAINS,4,0.001965915,47
68266,68453,CONTAINS,5,0.0017092822,46
68266,68454,CONTAINS,6,0.0015445449,45
68266,68455,CONTAINS,7,0.0015280799,44
68266,68456,CONTAINS,8,0.0012446232,43
68266,68457,CONTAINS,9,0.0011952912,42
68266,68458,CONTAINS,10,0.0011857657,41
68266,68459,CONTAINS,11,0.0011435295,40
68266,68460,CONTAINS,12,0.0011345282,39
68266,68461,CONTAINS,13,0.001116173,38
68266,68462,CONTAINS,14,0.001110616,37
68266,68463,CONTAINS,15,0.0010976136,36
68266,68464,CONTAINS,16,0.0010054988,35
68266,68465,CONTAINS,17,9.7299385E-4,34
68266,68466,CONTAINS,18,8.6514594E-4,33
68266,68467,CONTAINS,20,8.5270527E-4,31
68266,68468,CONTAINS,21,8.27311E-4,30
68266,68469,CONTAINS,23,7.323561E-4,28
68266,68470,CONTAINS,24,7.019077E-4,27
68266,68471,CONTAINS,25,6.908964E-4,26
68266,68472,CONTAINS,26,6.65694E-4,25
68266,68473,CONTAINS,27,6.573223E-4,24
68266,68407,CONTAINS,30,6.428174E-4,21
68266,68474,CONTAINS,31,6.400398E-4,20
68266,68475,CONTAINS,32,6.3558016E-4,19
68266,68476,CONTAINS,33,6.321469E-4,18
68266,68477,CONTAINS,34,6.3184206E-4,17
68266,68478,CONTAINS,35,6.315856E-4,16
68266,68479,CONTAINS,37,6.063627E-4,14
68266,68480,CONTAINS,39,5.681052E-4,12
68266,68481,CONTAINS,40,5.5976585E-4,11
68266,68482,CONTAINS,41,5.467614E-4,10
68266,68483,CONTAINS,42,5.365918E-4,9
68266,68484,CONTAINS,43,5.228589E-4,8
68266,68485,CONTAINS,44,5.118688E-4,7
68266,68486,CONTAINS,45,5.103025E-4,6
68266,68487,CONTAINS,46,5.013064E-4,5
68266,68488,CONTAINS,47,4.9910735E-4,4
68266,68403,CONTAINS,48,4.5606296E-4,3
68266,68489,CONTAINS,49,4.4195625E-4,2
68266,68490,CONTAINS,50,4.3538236E-4,1
68267,68491,CONTAINS,1,0.75032586,50
68267,68492,CONTAINS,2,0.029309215,49
68267,68493,CONTAINS,3,0.02330595,48
68267,68494,CONTAINS,4,0.017983342,47
68267,68495,CONTAINS,5,0.016720714,46
68267,68496,CONTAINS,7,0.008655898,44
68267,68497,CONTAINS,8,0.008240895,43
68267,68498,CONTAINS,9,0.006901971,42
68267,68499,CONTAINS,10,0.006608834,41
68267,68500,CONTAINS,11,0.0065338262,40
68267,68501,CONTAINS,12,0.0063599106,39
68267,68502,CONTAINS,13,0.006065462,38
68267,68503,CONTAINS,14,0.0055269827,37
68267,68504,CONTAINS,16,0.0048096715,35
68267,68456,CONTAINS,17,0.004661794,34
