:ID,pr0:double,name,:LABEL
68529,6.082949204914626E-5,3,Noun
68530,5.1794218846274516E-5,Jefferson signed.,Noun
68531,5.0758334469349024E-5,Jefferson,Noun
68532,4.972245009242353E-5,John Quincy Adams,Noun
68533,2.2787079748599692E-4,North American,Noun
68534,4.765068133857255E-5,Martha Wayles Skelton,Noun
68535,4.661479696164706E-5,Second Continental Congress,Noun
68536,4.5578912584721566E-5,Aaron Burr,Noun
68537,4.4543028207796074E-5,George Tucker,Noun
68538,4.350714383087059E-5,James Madison,Noun
68539,4.2471259453945105E-5,Jeffersons,Noun
68540,4.143537507701961E-5,Embargo Act of 1807,Noun
68541,3.4439317422972263E-4,President,Noun
68542,3.936360632316862E-5,Sally Hemings,Noun
68543,3.832772194624314E-5,Declaration of Independence,Noun
68544,3.729183756931765E-5,Peter,Noun
68545,3.625595319239216E-5,planter,Noun
68546,3.418418443854118E-5,William Randolph III,Noun
68547,1.1010276326314615E-4,descent,Noun
68548,3.21124156846902E-5,Merrill D. Peterson,Noun
68549,8.642317450397679E-5,France,Noun
68550,3.0040646930839215E-5,hostess,Noun
68551,5.930426678616155E-5,Virginia,Noun
68552,1.045022840375803E-4,people,Noun
68553,2.693299380006275E-5,John Randolph,Noun
68554,2.5897109423137258E-5,Architecture,Noun
68555,2.956937010348864E-4,British,Noun
68556,2.2789456292360783E-5,Louisiana Purchase,Noun
68557,2.1753571915435295E-5,Democratic-Republican Party,Noun
68558,2.2439917704324045E-5,library,Noun
68559,1.968180316158431E-5,books,Noun
68560,1.8645918784658826E-5,slaves,Noun
68561,1.6574150030807847E-5,Monticello,Noun
68562,6.698238428793851E-5,French,Noun
68563,1.4502381276956861E-5,minister,Noun
68564,1.0358843769254903E-5,James Wilkinson,Noun
68565,5.047825429957434E-5,forces,Noun
68566,8.287075015403923E-6,Louisiana Territory,Noun
68567,5.179421884627452E-6,parties,Noun
68568,4.143537507701962E-6,slave trade,Noun
68569,3.107653130776471E-6,money,Noun
68570,2.071768753850981E-6,Dolley Madison,Noun
68571,1.0358843769254904E-6,architect,Noun
68572,1.3894151519298477E-5,Soichiro Honda,Noun
68573,1.3616268488912509E-5,"Honda Motor Co., Ltd.",Noun
68574,1.3338385458526539E-5,Mika Honda,Noun
68575,1.3060502428140569E-5,blacksmith,Noun
68576,1.2782619397754597E-5,shack manufacturing bicycle motors,Noun
68577,1.250473636736863E-5,motorcycle,Noun
68578,3.47719431207127E-4,children,Noun
68579,1.194897030659669E-5,automobile,Noun
68580,1.167108727621072E-5,manufacturer.,Noun
68581,3.361010552780929E-5,village,Noun
68582,1.1115321215438784E-5,expansion,Noun
68583,1.0837438185052812E-5,Gihei Honda,Noun
68584,1.0559555154666842E-5,Takeo Fujisawa,Noun
68585,2.950858651931126E-5,childhood,Noun
68586,1.0003789093894906E-5,Hamamatsu,Noun
68587,9.725906063508934E-6,Shizuoka,Noun
68588,9.448023033122964E-6,Iwata District,Noun
68589,9.170140002736995E-6,Kōmyō,Noun
68590,8.892256972351027E-6,Type A,Noun
68591,8.336490911579087E-6,bicycle repair business,Noun
68592,1.239712437357624E-4,education,Noun
68593,7.780724850807147E-6,Hirotoshi Honda,Noun
68594,7.502841820421178E-6,grade reports,Noun
68595,2.3026480142679522E-4,school,Noun
68596,6.947075759649239E-6,Art Smith,Noun
68597,6.6691927292632695E-6,Type D,Noun
68598,6.391309698877299E-6,stamp,Noun
68599,6.11342666849133E-6,Society of Automotive Engineers of Japan,Noun
68600,5.83554363810536E-6,family name,Noun
68601,1.6515800039597312E-5,employees,Noun
68602,4.4461284861755136E-6,fraud,Noun
68603,4.1682454557895435E-6,family seal,Noun
68604,3.8903624254035735E-6,piston rings,Noun
68605,5.857815640503946E-6,car,Noun
68606,2.778830303859696E-6,family names,Noun
68607,2.5009472734737264E-6,motorcycles,Noun
68608,2.2230642430877568E-6,engine,Noun
68609,2.9146811674029914E-4,company,Noun
68610,1.6672981823158174E-6,parent,Noun
68611,1.389415151929848E-6,rubber bicycle pedal cover.,Noun
68612,1.1115321215438784E-6,toddler,Noun
68613,1.9084169173689644E-4,citation,Noun
68614,5.557660607719392E-7,problem,Noun
68615,9.164642177924007E-5,life,Noun
68616,1.4558644997909339E-4,The Political Obituary of Richard M. Nixon,Noun
68617,3.2288589182899647E-4,Dwight D. Eisenhower,Noun
68618,1.3976299197992966E-4,Hubert Humphrey,Noun
68619,1.3685126298034777E-4,Southern California,Noun
68620,1.339395339807659E-4,South Vietnam,Noun
68621,1.3102780498118406E-4,Nixons,Noun
68622,3.490944695964661E-4,Congress,Noun
68623,1.252043469820203E-4,Whittier High School,Noun
68624,1.2229261798243844E-4,East Whittier Elementary School,Noun
68625,1.1938088898285657E-4,China,Noun
68626,1.7579402983641085E-4,Soviet Union,Noun
68627,1.1355743098369284E-4,Yom Kippur War,Noun
68628,1.1064570198411096E-4,opponents,Noun
68629,1.077339729845291E-4,House of Representatives,Noun
68630,1.0482224398494724E-4,John F. Kennedy,Noun
68631,1.0191051498536535E-4,meetings,Noun
68632,6.576160189527999E-4,Republican Party,Noun
68633,9.608705698620164E-5,Richard,Noun
68634,9.026359898703791E-5,Thomas Cornell,Noun
68635,1.727305068702847E-4,conversation,Noun
68636,2.753756501530157E-4,wife,Noun
68637,1.1626129428326882E-4,response,Noun
68638,7.570495398912856E-5,ticket,Noun
68639,7.279322498954669E-5,memoirs,Noun
68640,6.988149598996483E-5,Korean War,Noun
68641,6.40580379908011E-5,The Great Society,Noun
68642,4.482833775079179E-4,term,Noun
68643,5.823457999163735E-5,Thelma ``Pat'' Ryan.,Noun
68644,5.532285099205548E-5,Herter Committee,Noun
68645,5.241112199247362E-5,Native Americans,Noun
68646,4.9499392992891744E-5,high school teacher,Noun
68647,4.6587663993309886E-5,Tricia,Noun
68648,4.076420599414615E-5,understanding,Noun
68649,0.0017543735219487135,governor,Noun
68650,3.4940747994982414E-5,Jerry Voorhis,Noun
68651,3.7878979297540804E-5,reputation,Noun
68652,2.620556099623681E-5,brothers,Noun
68653,2.0382102997073075E-5,South Pacific Combat Air Transport Command,Noun
68654,1.7470373997491207E-5,Whittier,Noun
68655,1.29290334364117E-4,Vietnam War,Noun
68656,8.735186998745604E-6,George McGovern,Noun
68657,2.911728999581868E-6,Twenty-sixth Amendment,Noun
68658,1.151249443637297E-5,Kokichi Mikimoto,Noun
68659,1.1282244547645512E-5,Mikimoto.,Noun
68660,1.1051994658918052E-5,pearl,Noun
68661,1.0821744770190593E-5,Mikimoto Pharmaceuticals,Noun
68662,1.0591494881463133E-5,Tokichi Nishikawa,Noun
68663,3.3229725981375597E-4,one,Noun
68664,9.440245437825836E-6,udon shop owner,Noun
68665,9.198059433909532E-5,world,Noun
68666,8.979745660370917E-6,pearl industry,Noun
68667,8.749495771643457E-6,brands,Noun
68668,8.519245882915998E-6,decree,Noun
68669,8.28899599418854E-6,establishment,Noun
68670,7.212266330722406E-5,leaders,Noun
68671,2.6656107896162084E-5,founder,Noun
68672,7.367996439278702E-6,Japan Patent Office,Noun
68673,7.137746550551242E-6,Nihon Keizai Shimbun.,Noun
68674,6.907496661823783E-6,Grand Cordon of the Order of the Sacred Treasure.,Noun
68675,6.677246773096322E-6,Great Inventors.,Noun
68676,6.446996884368863E-6,House of Peers,Noun
68677,6.216746995641405E-6,Women's Wear Daily Magazine,Noun
68678,5.986497106913945E-6,Hepburn,Noun
68679,5.756247218186485E-6,Ginza,Noun
68680,5.525997329459026E-6,Thomas Edison,Noun
68681,5.295747440731566E-6,Ume,Noun
68682,5.065497552004108E-6,beauty products,Noun
68683,4.835247663276649E-6,nacre,Noun
68684,4.604997774549188E-6,pearls,Noun
68685,4.3747478858217284E-6,pearls.,Noun
68686,3.91424810836681E-6,pearl divers,Noun
68687,3.2234984421844315E-6,imitations,Noun
68688,2.9932485534569724E-6,awe,Noun
68689,2.762998664729513E-6,pearl calcium,Noun
68690,2.532748776002054E-6,mantle tissue,Noun
68691,1.8419991098196754E-6,Miss Universe,Noun
68692,2.3024988872745943E-7,Mikimoto Pearl Island,Noun
68693,1.6418401195434612E-5,Takuya Kurosawa,Noun
68694,1.5433297123708534E-5,Shinjitai,Noun
68695,1.5104929099799844E-5,Ibaraki,Noun
68696,6.095524859633911E-5,brother,Noun
68697,1.379145700416507E-5,All-Japan Formula Three,Noun
68698,1.0445731159145448E-4,series,Noun
68699,1.3134720956347688E-5,Motoharu Kurosawa,Noun
68700,1.2806352932438997E-5,sponsorship,Noun
68701,1.1164512812895536E-5,Champ Car race,Noun
68702,2.539357575791221E-5,Races,Noun
68703,1.050777676507815E-5,seasons,Noun
68704,1.017940874116946E-5,JGTC,Noun
68705,9.851040717260766E-6,Formula 3000,Noun
68706,9.522672693352075E-6,starts,Noun
68707,9.194304669443381E-6,finish,Noun
68708,8.86593664553469E-6,24 Hours of Le Mans,Noun
68709,1.6867135295951894E-5,key,Noun
68710,8.209200597717306E-6,sports car racing,Noun
68711,1.713852204208637E-5,lap,Noun
68712,1.7597771180080912E-5,pole position,Noun
68713,1.6875594575220605E-5,italics,Noun
68714,6.895728502082535E-6,Dale Coyne Racing,Noun
68715,6.567360478173844E-6,Arktech Motorsports,Noun
68716,6.2389924542651525E-6,Best Motoring,Noun
68717,5.582256406447768E-6,Long Beach Grand Prix.,Noun
68718,5.253888382539075E-6,Detroit Grand Prix,Noun
68719,4.597152334721691E-6,Super Taikyu,Noun
68720,3.940416286904306E-6,CART,Noun
68721,3.6120482629956142E-6,Boxster,Noun
68722,1.0331775117362681E-5,Super GT,Noun
68723,2.95531221517823E-6,Haruki,Noun
68724,1.641840119543461E-6,IndyCar Series,Noun
68725,1.3134720956347687E-6,drivers,Noun
68726,1.4105406060103644E-5,Soichi Noguchi,Noun
68727,2.6009760290929234E-5,JAXA,Noun
68728,1.3541189817699497E-5,capsule,Noun
68729,1.3259081696497426E-5,station,Noun
68730,1.297697357529535E-5,astronauts,Noun
68731,1.7049530856237233E-5,disaster,Noun
68732,1.2130649211689132E-5,Expedition 22,Noun
68733,1.1848541090487062E-5,Space Shuttle,Noun
68734,2.4012181754334514E-5,astronaut,Noun
68735,1.1284324848082914E-5,NASA,Noun
68736,1.1002216726880842E-5,STS-114,Noun
68737,1.0720108605678769E-5,spaceflight,Noun
68738,1.5415466990937116E-4,mission,Noun
68739,2.308192844443624E-5,Earth,Noun
68740,1.84302365317941E-5,space,Noun
68741,9.309567999668406E-6,crew,Noun
68742,9.027459878466332E-6,flight,Noun
68743,9.782497489351722E-6,mission specialist,Noun
68744,8.463243636062187E-6,Space Shuttle Columbia,Noun
68745,7.052703030051822E-6,Chigasaki,Noun
68746,6.770594908849748E-6,International Space Station,Noun
68747,6.488486787647675E-6,Oleg Kotov,Noun
68748,5.924270545243531E-6,SpaceX,Noun
68749,5.360054302839384E-6,Crew-1,Noun
68750,1.6801662711438454E-4,part,Noun
68751,4.513729939233166E-6,launch systems.,Noun
68752,4.231621818031093E-6,Multi-Purpose Logistics Module,Noun
68753,3.94951369682902E-6,Russian,Noun
68754,3.667405575626947E-6,stowage platform,Noun
68755,1.288142596937741E-4,return,Noun
68756,3.1031893332228014E-6,board,Noun
68757,2.5389730908186554E-6,project professor,Noun
68758,2.256864969616583E-6,heat shield,Noun
68759,8.419342091406975E-5,University of Tokyo,Noun
68760,1.4105406060103643E-6,fifth,Noun
68761,1.1284324848082915E-6,Control Movement Gyro,Noun
68762,8.463243636062185E-7,astronaut duty,Noun
68763,5.642162424041458E-7,director,Noun
68764,3.9909200126582434E-5,lecturer,Noun
68765,1.067893163375115E-5,Yuhki Nakayama,Noun
68766,1.0251774368401105E-5,Season,Noun
68767,1.0038195735726082E-5,Nakayama Yūki,Noun
68768,9.611038470376034E-6,Kanazawa,Noun
68769,9.18388120502599E-6,progress,Noun
68770,8.543145307000921E-6,category,Noun
68771,7.688830776300828E-6,Super Formula for Real Racing,Noun
68772,7.475252143625806E-6,Team Mugen,Noun
68773,7.261673510950783E-6,GT300,Noun
68774,5.980201714900644E-6,"July 29, 1987",Noun
68775,5.7666230822256196E-6,1987,Noun
68776,1.1237762944278242E-5,29,Noun
68777,1.7423774290169557E-5,Ryo Kawasaki,Noun
68778,1.6726823318562776E-5,Torao Kawasaki,Noun
68779,1.6378347832759382E-5,recordings,Noun
68780,1.6029872346955992E-5,guitar synthesizer,Noun
68781,1.56813968611526E-5,Hiroko,Noun
68782,1.533292137534921E-5,musicians,Noun
68783,1.498444588954582E-5,Chico Hamilton,Noun
68784,1.463597040374243E-5,coffee-houses,Noun
68785,1.4287494917939038E-5,composer,Noun
68786,7.394540213827115E-4,New York City,Noun
68787,1.0301758167429455E-4,Japan,Noun
68788,1.7107247870508533E-5,organ,Noun
68789,1.2196642003118688E-5,TBS Music,Noun
68790,1.999956115311342E-5,album,Noun
68791,1.1499691031511907E-5,label,Noun
68792,2.168226647279433E-5,music,Noun
68793,1.0454264574101734E-5,Fengtian,Noun
68794,1.0105789088298342E-5,Gil Evans,Noun
68795,9.757313602494953E-6,fusion genre,Noun
68796,9.408838116691561E-6,collaboration,Noun
68797,9.060362630888169E-6,band leader,Noun
68798,8.711887145084779E-6,techno dance singles,Noun
68799,8.363411659281388E-6,Midnight Blue,Noun
68800,8.014936173477996E-6,Live,Noun
68801,7.666460687674605E-6,Ring Toss,Noun
68802,7.317985201871215E-6,computers,Noun
68803,6.969509716067822E-6,record company,Noun
68804,5.924083258657648E-6,bands,Noun
68805,5.227132287050867E-6,jazz-fusion,Noun
68806,4.878656801247477E-6,music software,Noun
68807,4.5301813154440845E-6,jazz groups,Noun
68808,4.181705829640694E-6,Russell Adamson,Noun
68809,3.833230343837303E-6,Juice,Noun
68810,3.484754858033911E-6,Korg,Noun
68811,3.1362793722305205E-6,Roland Corporation,Noun
68812,2.787803886427129E-6,Carlos Santana,Noun
68813,2.4393284006237383E-6,jazz festivals,Noun
68814,5.740844326874041E-5,others,Noun
68815,1.7423774290169555E-6,teacher,Noun
68816,1.0454264574101735E-6,Lucky Lady,Noun
68817,6.969509716067823E-7,Tõnu Naissoo.,Noun
68818,3.4847548580339115E-7,Torao,Noun
68819,7.00893041284096E-4,George Walker Bush,Noun
68820,0.011372987170590198,Barack Obama,Noun
68821,0.005122208637692249,Iraq,Noun
68822,6.167858763300045E-4,term.,Noun
68823,6.027680155043225E-4,Iraq War,Noun
68824,5.887501546786405E-4,attacks,Noun
68825,0.001403040198163633,vice president,Noun
68826,5.466965722015949E-4,Texas,Noun
68827,6.073094218517346E-4,God,Noun
68828,5.046429897245491E-4,win,Noun
68829,4.906251288988671E-4,electricity,Noun
68830,4.4857154642182135E-4,Al Gore,Noun
68831,4.3455368559613955E-4,terrorist attacks,Noun
68832,6.544002329899309E-4,troops,Noun
68833,5.491958241526643E-4,George H.W.,Noun
68834,4.933810092454287E-4,vote,Noun
68835,3.36428659816366E-4,faith,Noun
68836,3.2241079899068413E-4,No Child Left Behind Act,Noun
68837,5.58585800120571E-4,Donald Trump,Noun
68838,6.50123822102704E-4,John Kerry,Noun
68839,2.803572165136384E-4,Arbusto Energy,Noun
68840,2.6633935568795645E-4,Walt Harrington,Noun
68841,2.3830363403659258E-4,Medicare Modernization Act,Noun
68842,2.2428577321091067E-4,Alberto Gonzales,Noun
68843,2.871446130273443E-4,bill,Noun
68844,1.9625005155954683E-4,eyes,Noun
68845,1.68214329908183E-4,Social Security,Noun
68846,1.541964690825011E-4,The Kinkaid School,Noun
68847,1.401786082568192E-4,approval rating,Noun
68848,9.812502577977342E-5,Kent Hance,Noun
68849,1.276817400567372E-4,high school,Noun
68850,0.0059625418604570615,Afghanistan,Noun
68851,1.0871923146984668E-4,Masaru Ibuka,Noun
68852,6.63493454441208E-5,Tasuku Ibuka,Noun
68853,1.0686559112426033E-4,Sony,Noun
68854,6.364120889538119E-5,relatives,Noun
68855,6.228714062101137E-5,Yae Ibuka,Noun
68856,5.822493579790193E-5,Photo-Chemical Laboratory,Noun
68857,9.190521185281544E-5,co-founder,Noun
68858,5.551679924916232E-5,chief retainers,Noun
68859,5.416273097479251E-5,Akio Morita.,Noun
68860,5.2808662700422675E-5,Aizu Domain,Noun
68861,1.7622644801862136E-4,team,Noun
68862,4.8746457877313244E-5,Inazo Nitobe.,Noun
68863,4.739238960294343E-5,Ibuka Kajinosuke,Noun
68864,2.1435511105501938E-4,World War II,Noun
68865,2.7713375996424745E-4,age,Noun
68866,4.062204823109437E-5,World Organization of the Scout Movement,Noun
68867,3.9267979956724554E-5,The Institutes for the Achievement of Human Potential,Noun
68868,3.791391168235474E-5,Waseda University,Noun
68869,3.6559843407984925E-5,grandfather.,Noun
68870,3.24976385848755E-5,entrance exam,Noun
68871,3.1143570310505686E-5,movie film,Noun
68872,2.9789502036135868E-5,Person of Cultural Merit,Noun
68873,2.843543376176606E-5,transistor technology,Noun
68874,2.6389693430647295E-5,research,Noun
68875,4.6836744257027444E-5,companies,Noun
68876,2.301916066428681E-5,navy,Noun
68877,2.1665092389917E-5,Glenn Doman,Noun
68878,2.0311024115547184E-5,Commander,Noun
68879,1.895695584117737E-5,color television,Noun
68880,1.613776109265396E-4,chairman,Noun
68881,5.0457500674145435E-5,development,Noun
68882,1.2186614469328311E-5,Kobe,Noun
68883,2.7144328887551412E-5,Imperial Japanese Navy,Noun
68884,9.478477920588685E-6,Kindergarten,Noun
68885,8.124409646218875E-6,Hyogo Prefectural 1st Kobe Boys' School,Noun
68886,7.073497774456236E-6,awards,Noun
68887,5.41627309747925E-6,licensing,Noun
68888,4.0622048231094376E-6,uses.,Noun
68889,2.708136548739625E-6,Hyogo Prefectural Kobe High School,Noun
68890,1.3540682743698125E-6,radio repair shop,Noun
68891,1.6025415661859104E-4,Gerald Rudolph Ford Jr.,Noun
68892,1.570490734862192E-4,Willis Ward,Noun
68893,1.4743382408910377E-4,Bennie Oosterbaan,Noun
68894,9.520955730203507E-4,Ronald Reagan,Noun
68895,1.410236578243601E-4,Congress of the United States of America,Noun
68896,2.595906759694782E-4,Lyndon B. Johnson,Noun
68897,1.3461349155961645E-4,University of Michigan,Noun
68898,2.3436361871627428E-4,U.S. House of Representatives,Noun
68899,1.2499824216250104E-4,Charles Henry King,Noun
68900,6.758945461061868E-4,Yale Law School,Noun
68901,1.1538299276538557E-4,Dorothy Ayer Gardner,Noun
68902,1.1217790963301372E-4,star athlete,Noun
68903,1.089728265006419E-4,Gerald Rudolff Ford Jr.,Noun
68904,1.3988217686470493E-4,California,Noun
68905,9.615249397115461E-5,James M. Cannon,Noun
68906,8.653724457403918E-5,isolationist,Noun
68907,8.333216144166733E-5,presidents,Noun
68908,8.012707830929552E-5,Donald H. Rumsfeld,Noun
68909,8.395924388207029E-5,football team,Noun
68910,8.971646214510149E-5,person,Noun
68911,7.945715275046214E-5,minority leader,Noun
68912,5.448641325032095E-5,Monterey,Noun
68913,5.128133011794913E-5,Fred Barnes,Noun
68914,4.4871163853205483E-5,Betty Ford,Noun
68915,4.166608072083367E-5,Georgia Tech,Noun
68916,3.846099758846185E-5,Philip W. Buchen.,Noun
68917,3.525591445609003E-5,Kissinger,Noun
68918,3.2050831323718204E-5,Stuart H. Ingersoll,Noun
68919,2.884574819134639E-5,Collegiate All-Star,Noun
68920,2.2435581926602742E-5,Grand Rapids,Noun
68921,2.720579386678213E-4,The New York Times,Noun
68922,1.2767805943901214E-4,Michigan,Noun
68923,1.114429147298712E-5,Shinichiro Sakurai,Noun
68924,1.0921405643527378E-5,automotive industry,Noun
68925,1.0698519814067636E-5,Sakurai Shin'ichirō,Noun
68926,1.0475633984607892E-5,Japan Automotive Hall of Fame,Noun
68927,1.0029862325688408E-5,Nissan,Noun
68928,9.806976496228666E-6,Prince Motor Company,Noun
68929,9.584090666768923E-6,chassis engineer,Noun
68930,9.36120483730918E-6,project,Noun
68931,4.3411121365269554E-5,generation,Noun
68932,8.246775690010468E-6,takeover,Noun
