id,url,occupation,wikiid
Hermann Staudinger,https://en.wikipedia.org/wiki/Hermann_Staudinger,engineer,http://www.wikidata.org/entity/Q48956
Dmitriy Ustinov,https://en.wikipedia.org/wiki/Dmitry_Ustinov,engineer,http://www.wikidata.org/entity/Q48067
Mary L. Cleave,https://en.wikipedia.org/wiki/Mary_L._Cleave,engineer,http://www.wikidata.org/entity/Q21842
Edith Clarke,https://en.wikipedia.org/wiki/Edith_Clarke,engineer,http://www.wikidata.org/entity/Q21826
Dmitry Karbyshev,https://en.wikipedia.org/wiki/Dmitry_Karbyshev,engineer,http://www.wikidata.org/entity/Q21797
Marta Bohn-Meyer,https://en.wikipedia.org/wiki/Marta_Bohn-Meyer,engineer,http://www.wikidata.org/entity/Q21502
Helen Blanchard,https://en.wikipedia.org/wiki/Helen_Blanchard,engineer,http://www.wikidata.org/entity/Q21474
Eduard Uspensky,https://en.wikipedia.org/wiki/Eduard_Uspensky,engineer,http://www.wikidata.org/entity/Q18066
Kate Bellingham,https://en.wikipedia.org/wiki/Kate_Bellingham,engineer,http://www.wikidata.org/entity/Q17693
Nora Stanton Blatch Barney,https://en.wikipedia.org/wiki/Nora_Stanton_Barney,engineer,http://www.wikidata.org/entity/Q17676
Dorothy Donaldson Buchanan,https://en.wikipedia.org/wiki/Dorothy_Donaldson_Buchanan,engineer,http://www.wikidata.org/entity/Q21601
Cynthia Breazeal,https://en.wikipedia.org/wiki/Cynthia_Breazeal,engineer,http://www.wikidata.org/entity/Q21585
Ignazio Porro,https://en.wikipedia.org/wiki/Ignazio_Porro,engineer,http://www.wikidata.org/entity/Q21516
Zhu Rongji,https://en.wikipedia.org/wiki/Zhu_Rongji,engineer,http://www.wikidata.org/entity/Q18285
Jorge Alessandri,https://en.wikipedia.org/wiki/Jorge_Alessandri,engineer,http://www.wikidata.org/entity/Q576
Felix von Leitner,https://en.wikipedia.org/wiki/Felix_von_Leitner,engineer,http://www.wikidata.org/entity/Q20906
Larry Page,https://en.wikipedia.org/wiki/Larry_Page,engineer,http://www.wikidata.org/entity/Q4934
Winnie Byanyima,https://en.wikipedia.org/wiki/Winnie_Byanyima,engineer,http://www.wikidata.org/entity/Q21759
Anne Burns,https://en.wikipedia.org/wiki/Anne_Burns,engineer,http://www.wikidata.org/entity/Q21720
Mohamed Morsi,https://en.wikipedia.org/wiki/Mohamed_Morsi,engineer,http://www.wikidata.org/entity/Q4631
