:START_ID,:END_ID,:TYPE,score:double
51172,39987,SIMILAR_COSINE,0.1735107197877145
51172,36375,SIMILAR_COSINE,0.13427811831431616
51172,37265,SIMILAR_COSINE,0.12358800585991453
51172,36853,SIMILAR_COSINE,0.12256840099753798
51172,36867,SIMILAR_COSINE,0.11445842203446405
51172,38801,SIMILAR_COSINE,0.10039077582814518
51172,37269,SIMILAR_COSINE,0.09852695347686079
51172,393,SIMILAR_COSINE,0.08963862500419105
51172,39273,SIMILAR_COSINE,0.08725203176891366
51172,36872,SIMILAR_COSINE,0.08550457560763298
51172,36442,SIMILAR_COSINE,0.08501570082786522
51172,36376,SIMILAR_COSINE,0.08430181825960927
51172,39106,SIMILAR_COSINE,0.08092152134891087
51172,4648,SIMILAR_COSINE,0.08022764975251029
51172,37014,SIMILAR_COSINE,0.07766525773753133
51172,36832,SIMILAR_COSINE,0.07049508267851212
51172,4607,SIMILAR_COSINE,0.07014938550499913
51172,36352,SIMILAR_COSINE,0.06609593901539583
51172,981,SIMILAR_COSINE,0.06470902128313302
51172,318,SIMILAR_COSINE,0.06425903840252448
51172,944,SIMILAR_COSINE,0.06185129701162673
51172,36391,SIMILAR_COSINE,0.06176004582034844
51172,36372,SIMILAR_COSINE,0.0608147870175952
51172,734,SIMILAR_COSINE,0.06032795451464199
51172,37252,SIMILAR_COSINE,0.05926251582144639
51172,36785,SIMILAR_COSINE,0.05922647535943912
51172,36532,SIMILAR_COSINE,0.0589544463994393
51172,38169,SIMILAR_COSINE,0.058746444118504944
51172,36319,SIMILAR_COSINE,0.058466358306252915
51172,39999,SIMILAR_COSINE,0.05737256287679553
51172,739,SIMILAR_COSINE,0.057254928611920664
51172,4678,SIMILAR_COSINE,0.057079889654065734
51172,36866,SIMILAR_COSINE,0.056577816374758186
51172,4655,SIMILAR_COSINE,0.05625301699149724
51172,39271,SIMILAR_COSINE,0.05624162068681954
51172,36798,SIMILAR_COSINE,0.0530668997426558
51172,36355,SIMILAR_COSINE,0.05294741596672474
51172,38784,SIMILAR_COSINE,0.0520107868412494
51172,36359,SIMILAR_COSINE,0.051976222323436294
51172,973,SIMILAR_COSINE,0.05148644109942421
51172,937,SIMILAR_COSINE,0.050935715298082704
51172,35890,SIMILAR_COSINE,0.05093174657040401
51172,967,SIMILAR_COSINE,0.05057150515698983
51172,313,SIMILAR_COSINE,0.0503889339611536
51172,37056,SIMILAR_COSINE,0.04981710100848702
51172,36347,SIMILAR_COSINE,0.04976526196029544
51172,36792,SIMILAR_COSINE,0.0494871794871795
51172,712,SIMILAR_COSINE,0.04911693087822768
51172,36345,SIMILAR_COSINE,0.048614999104981294
51172,38569,SIMILAR_COSINE,0.0481100146071227
51172,36349,SIMILAR_COSINE,0.047778026061424936
51172,36856,SIMILAR_COSINE,0.04746228047046202
51172,36320,SIMILAR_COSINE,0.04719738271328525
51172,36863,SIMILAR_COSINE,0.04694560006812918
51172,4732,SIMILAR_COSINE,0.04692985191620941
51172,771,SIMILAR_COSINE,0.04692697102653121
51172,36282,SIMILAR_COSINE,0.04690941067058871
51172,39138,SIMILAR_COSINE,0.0467223736566328
51172,4799,SIMILAR_COSINE,0.046672408092678405
51172,36350,SIMILAR_COSINE,0.046581781467927116
51172,39115,SIMILAR_COSINE,0.04488976399286919
51172,38125,SIMILAR_COSINE,0.044726067216764594
51172,37178,SIMILAR_COSINE,0.04471532845840025
51172,37276,SIMILAR_COSINE,0.04293851288915588
51172,39272,SIMILAR_COSINE,0.042819790128706584
51172,36823,SIMILAR_COSINE,0.04281860521590716
51172,37266,SIMILAR_COSINE,0.042377947145227655
51172,4616,SIMILAR_COSINE,0.042150224165478006
51172,37018,SIMILAR_COSINE,0.04213387307626642
51172,36295,SIMILAR_COSINE,0.04211501808237751
51172,36387,SIMILAR_COSINE,0.0420926948481955
51172,36366,SIMILAR_COSINE,0.041958591094241236
51172,4727,SIMILAR_COSINE,0.04126374901773607
51172,36317,SIMILAR_COSINE,0.041136408413345454
51172,38794,SIMILAR_COSINE,0.04093821456357009
51172,333,SIMILAR_COSINE,0.0409254123301942
51172,36365,SIMILAR_COSINE,0.04052244194969841
51172,987,SIMILAR_COSINE,0.0402954297475034
51172,36843,SIMILAR_COSINE,0.040152525774538796
51172,36825,SIMILAR_COSINE,0.04009636682929875
51172,38177,SIMILAR_COSINE,0.0399394767213515
51172,36381,SIMILAR_COSINE,0.03945929061011961
51172,940,SIMILAR_COSINE,0.03939546792364865
51172,4644,SIMILAR_COSINE,0.03934201941537043
51172,36822,SIMILAR_COSINE,0.03924291950784619
51172,39127,SIMILAR_COSINE,0.03899441667231676
51172,36868,SIMILAR_COSINE,0.03865259055463712
51172,4615,SIMILAR_COSINE,0.03822645275170501
51172,37183,SIMILAR_COSINE,0.038114825875724734
51172,3708,SIMILAR_COSINE,0.03766885807372489
51172,912,SIMILAR_COSINE,0.03765840636042364
51172,36815,SIMILAR_COSINE,0.03758929480960976
51172,39098,SIMILAR_COSINE,0.0374752688332879
51172,36314,SIMILAR_COSINE,0.036999113543877186
51172,901,SIMILAR_COSINE,0.03682677473270376
51172,38576,SIMILAR_COSINE,0.03678576355945103
51172,37247,SIMILAR_COSINE,0.03671176544202594
51172,36471,SIMILAR_COSINE,0.03664798792518284
51172,38815,SIMILAR_COSINE,0.03654252935967425
51172,36416,SIMILAR_COSINE,0.03626508975091891
