id,url,occupation,wikiid
Charles-Joseph Bouchard,https://en.wikipedia.org/wiki/Charles_Jacques_Bouchard,physician,http://www.wikidata.org/entity/Q1063407
William Stukeley,https://en.wikipedia.org/wiki/William_Stukeley,physician,http://www.wikidata.org/entity/Q1381018
Humberto Fernández Morán,https://en.wikipedia.org/wiki/Humberto_Fern%C3%A1ndez-Mor%C3%A1n,physician,http://www.wikidata.org/entity/Q1379844
Carl Ferdinand Cori,https://en.wikipedia.org/wiki/Carl_Ferdinand_Cori,physician,http://www.wikidata.org/entity/Q78501
Edward Flatau,https://en.wikipedia.org/wiki/Edward_Flatau,physician,http://www.wikidata.org/entity/Q1363597
Erwin Sumser,https://en.wikipedia.org/wiki/Erwin_Sumser,physician,http://www.wikidata.org/entity/Q1363525
Udjahorresnet,https://en.wikipedia.org/wiki/Udjahorresnet,physician,http://www.wikidata.org/entity/Q1362919
Robert Guthrie,https://en.wikipedia.org/wiki/Robert_Guthrie,physician,http://www.wikidata.org/entity/Q1362687
Julius Wagner-Jauregg,https://en.wikipedia.org/wiki/Julius_Wagner-Jauregg,physician,http://www.wikidata.org/entity/Q78479
Joseph von Lindwurm,https://en.wikipedia.org/wiki/Joseph_von_Lindwurm,physician,http://www.wikidata.org/entity/Q97776
Rolf Emmrich,https://en.wikipedia.org/wiki/Rolf_Emmrich,physician,http://www.wikidata.org/entity/Q97733
Karl Gottlob Kühn,https://en.wikipedia.org/wiki/Karl_Gottlob_K%C3%BChn,physician,http://www.wikidata.org/entity/Q97582
Georg Pictorius,https://en.wikipedia.org/wiki/Georg_Pictorius,physician,http://www.wikidata.org/entity/Q97464
Eva Schmidt-Kolmer,https://en.wikipedia.org/wiki/Eva_Schmidt-Kolmer,physician,http://www.wikidata.org/entity/Q1379473
Eva Reich,https://en.wikipedia.org/wiki/Eva_Reich,physician,http://www.wikidata.org/entity/Q1379435
John Heysham Gibbon,https://en.wikipedia.org/wiki/John_Heysham_Gibbon,physician,http://www.wikidata.org/entity/Q1378995
Eusebio Oehl,https://en.wikipedia.org/wiki/Eusebio_Oehl,physician,http://www.wikidata.org/entity/Q1378614
George Emil Palade,https://en.wikipedia.org/wiki/George_Emil_Palade,physician,http://www.wikidata.org/entity/Q219718
René Laennec,https://en.wikipedia.org/wiki/Ren%C3%A9_Laennec,physician,http://www.wikidata.org/entity/Q219621
Nils Rosén von Rosenstein,https://en.wikipedia.org/wiki/Nils_Ros%C3%A9n_von_Rosenstein,physician,http://www.wikidata.org/entity/Q1371153
Alexander Bogdanov,https://en.wikipedia.org/wiki/Alexander_Bogdanov,physician,http://www.wikidata.org/entity/Q335142
Johannes Bohn,https://en.wikipedia.org/wiki/Johannes_Bohn,physician,http://www.wikidata.org/entity/Q91179
Johan Jacob Döbelius,https://en.wikipedia.org/wiki/Johan_Jacob_D%C3%B6belius,physician,http://www.wikidata.org/entity/Q91167
Eduard Arnold Martin,https://en.wikipedia.org/wiki/Eduard_Arnold_Martin,physician,http://www.wikidata.org/entity/Q91106
Joachim Dietrich Brandis,https://en.wikipedia.org/wiki/Joachim_Dietrich_Brandis,physician,http://www.wikidata.org/entity/Q91082
Walter Schultze,https://en.wikipedia.org/wiki/Walter_Schultze,physician,http://www.wikidata.org/entity/Q100516
Wilhelm Kiesselbach,https://en.wikipedia.org/wiki/Wilhelm_Kiesselbach,physician,http://www.wikidata.org/entity/Q100386
Reinhard Erös,https://en.wikipedia.org/wiki/Reinhard_Er%C3%B6s,physician,http://www.wikidata.org/entity/Q100292
Johann Nepomuk von Ringseis,https://en.wikipedia.org/wiki/Johann_Nepomuk_von_Ringseis,physician,http://www.wikidata.org/entity/Q100252
Theodor Thierfelder,https://en.wikipedia.org/wiki/Theodor_Thierfelder,physician,http://www.wikidata.org/entity/Q99852
James Lewin,https://en.wikipedia.org/wiki/James_Lewin,physician,http://www.wikidata.org/entity/Q99817
Johann Friedrich Henckel,https://en.wikipedia.org/wiki/Johann_Friedrich_Henckel,physician,http://www.wikidata.org/entity/Q99793
Hans Alfred Nieper,https://en.wikipedia.org/wiki/Hans_Alfred_Nieper,physician,http://www.wikidata.org/entity/Q99734
Ludwig Kohl-Larsen,https://en.wikipedia.org/wiki/Ludwig_Kohl-Larsen,physician,http://www.wikidata.org/entity/Q99712
Siegfried Oberndorfer,https://en.wikipedia.org/wiki/Siegfried_Oberndorfer,physician,http://www.wikidata.org/entity/Q90867
Jacobus Theodorus Tabernaemontanus,https://en.wikipedia.org/wiki/Jacobus_Theodorus_Tabernaemontanus,physician,http://www.wikidata.org/entity/Q90830
Adolf Loewy,https://en.wikipedia.org/wiki/Adolf_Loewy,physician,http://www.wikidata.org/entity/Q90766
Ernst Gadermann,https://en.wikipedia.org/wiki/Ernst_Gadermann,physician,http://www.wikidata.org/entity/Q90699
Manuel García,https://en.wikipedia.org/wiki/Manuel_Garc%C3%ADa_(baritone),physician,http://www.wikidata.org/entity/Q333183
David Owen,https://en.wikipedia.org/wiki/David_Owen,physician,http://www.wikidata.org/entity/Q333085
Joseph Hume,https://en.wikipedia.org/wiki/Joseph_Hume,physician,http://www.wikidata.org/entity/Q332685
Ioannis Kapodistrias,https://en.wikipedia.org/wiki/Ioannis_Kapodistrias,physician,http://www.wikidata.org/entity/Q220430
Johannes Acronius Frisius,https://en.wikipedia.org/wiki/Johannes_Acronius_Frisius,physician,http://www.wikidata.org/entity/Q220421
John Berkenhout,https://en.wikipedia.org/wiki/John_Berkenhout,physician,http://www.wikidata.org/entity/Q220155
Karin Wahlberg,https://en.wikipedia.org/wiki/Karin_Wahlberg,physician,http://www.wikidata.org/entity/Q220019
Paul Morawitz,https://en.wikipedia.org/wiki/Paul_Morawitz,physician,http://www.wikidata.org/entity/Q99631
Meyer Löw Schomberg,https://en.wikipedia.org/wiki/Meyer_L%C3%B6w_Schomberg,physician,http://www.wikidata.org/entity/Q99535
Ferdinand Falkson,https://en.wikipedia.org/wiki/Ferdinand_Falkson,physician,http://www.wikidata.org/entity/Q99523
Michael Ristow,https://en.wikipedia.org/wiki/Michael_Ristow,physician,http://www.wikidata.org/entity/Q99346
Liam Fox,https://en.wikipedia.org/wiki/Liam_Fox,physician,http://www.wikidata.org/entity/Q332374
William Yorzyk,https://en.wikipedia.org/wiki/William_Yorzyk,physician,http://www.wikidata.org/entity/Q331620
Émile Gagnan,https://en.wikipedia.org/wiki/%C3%89mile_Gagnan,engineer,http://www.wikidata.org/entity/Q737424
Don Lancaster,https://en.wikipedia.org/wiki/Don_Lancaster,engineer,http://www.wikidata.org/entity/Q736344
Jorge Stolfi,https://en.wikipedia.org/wiki/Jorge_Stolfi,engineer,http://www.wikidata.org/entity/Q736074
Lajos Kisfaludy,https://en.wikipedia.org/wiki/Lajos_Kisfaludy,engineer,http://www.wikidata.org/entity/Q735976
Eddie Kramer,https://en.wikipedia.org/wiki/Eddie_Kramer,engineer,http://www.wikidata.org/entity/Q644381
Vasili Samarsky-Bykhovets,https://en.wikipedia.org/wiki/Vassili_Samarsky-Bykhovets,engineer,http://www.wikidata.org/entity/Q643237
Giovanni Branca,https://en.wikipedia.org/wiki/Giovanni_Branca,engineer,http://www.wikidata.org/entity/Q642672
Tony Spear,https://en.wikipedia.org/wiki/Tony_Spear,engineer,http://www.wikidata.org/entity/Q642386
Carl E. Walz,https://en.wikipedia.org/wiki/Carl_E._Walz,engineer,http://www.wikidata.org/entity/Q644705
Gustave-Auguste Ferrié,https://en.wikipedia.org/wiki/Gustave-Auguste_Ferri%C3%A9,engineer,http://www.wikidata.org/entity/Q644679
Petrus Peregrinus de Maricourt,https://en.wikipedia.org/wiki/Petrus_Peregrinus_de_Maricourt,engineer,http://www.wikidata.org/entity/Q577394
Alexandre Lavalley,https://en.wikipedia.org/wiki/Alexandre_Lavalley,engineer,http://www.wikidata.org/entity/Q576841
Guo Shoujing,https://en.wikipedia.org/wiki/Guo_Shoujing,engineer,http://www.wikidata.org/entity/Q733082
Aristide Leonori,https://en.wikipedia.org/wiki/Aristide_Leonori,engineer,http://www.wikidata.org/entity/Q732829
Lewis Howard Latimer,https://en.wikipedia.org/wiki/Lewis_Howard_Latimer,engineer,http://www.wikidata.org/entity/Q732229
Chi Onwurah,https://en.wikipedia.org/wiki/Chi_Onwurah,engineer,http://www.wikidata.org/entity/Q576208
Alan Voorhees,https://en.wikipedia.org/wiki/Alan_Voorhees,engineer,http://www.wikidata.org/entity/Q575490
Lu Ban,https://en.wikipedia.org/wiki/Lu_Ban,engineer,http://www.wikidata.org/entity/Q574184
Anthony W. England,https://en.wikipedia.org/wiki/Anthony_W._England,engineer,http://www.wikidata.org/entity/Q574124
