:START_ID,:END_ID,:TYPE,score:double
71336,68294,SIMILAR_OVERLAP,0.15836012861736334
71336,68276,SIMILAR_OVERLAP,0.15210084033613444
71336,68264,SIMILAR_OVERLAP,0.14058577405857742
71336,68297,SIMILAR_OVERLAP,0.13345195729537365
71336,68289,SIMILAR_OVERLAP,0.10568454763811048
71336,68265,SIMILAR_OVERLAP,0.09595559080095163
71336,68302,SIMILAR_OVERLAP,0.09157808667211774
71336,68292,SIMILAR_OVERLAP,0.05958132045088567
71336,68290,SIMILAR_OVERLAP,0.054231717337715694
71336,68288,SIMILAR_OVERLAP,0.047379032258064516
71336,68280,SIMILAR_OVERLAP,0.045491470349309504
71336,68278,SIMILAR_OVERLAP,0.04490777866880513
71336,68287,SIMILAR_OVERLAP,0.04244897959183674
71336,68270,SIMILAR_OVERLAP,0.04233226837060703
71336,68283,SIMILAR_OVERLAP,0.03858267716535433
71336,68300,SIMILAR_OVERLAP,0.03504482477587612
71336,68301,SIMILAR_OVERLAP,0.034164358264081256
71336,68277,SIMILAR_OVERLAP,0.02971887550200803
71336,68267,SIMILAR_OVERLAP,0.028810408921933085
71336,68333,SIMILAR_OVERLAP,0.026359143327841845
71336,68313,SIMILAR_OVERLAP,0.024409448818897637
71336,68298,SIMILAR_OVERLAP,0.022530329289428077
71336,68356,SIMILAR_OVERLAP,0.021257750221434897
71336,68295,SIMILAR_OVERLAP,0.021015761821366025
71336,68329,SIMILAR_OVERLAP,0.020815264527320035
71336,68307,SIMILAR_OVERLAP,0.020219039595619208
71336,68362,SIMILAR_OVERLAP,0.01948051948051948
71336,68341,SIMILAR_OVERLAP,0.018437225636523266
71336,68285,SIMILAR_OVERLAP,0.01808785529715762
71336,68266,SIMILAR_OVERLAP,0.017528483786152498
71336,68293,SIMILAR_OVERLAP,0.013934426229508197
71336,68315,SIMILAR_OVERLAP,0.013406940063091483
71336,68338,SIMILAR_OVERLAP,0.011965811965811967
71336,68268,SIMILAR_OVERLAP,0.009538950715421303
71336,68335,SIMILAR_OVERLAP,0.00933786078098472
71336,68305,SIMILAR_OVERLAP,0.006552006552006552
71336,68306,SIMILAR_OVERLAP,0.0031520882584712374
71336,68316,SIMILAR_OVERLAP,0.0015748031496062992
71336,68286,SIMILAR_OVERLAP,7.874015748031496E-4
